app,content,cleaned_text,theme,subtheme,emotion,emotion_confidence
coopers,"Excellent app service; decent but not excessively big menu. Overall, the food was of extremely high quality. They can make an outstanding sandwich, and their cakes are excellent. The costs were fair. Strongly advised App.",Excellent app service decent but not excessively big menu Overall the food was of extremely high quality They can make an outstanding sandwich and their cakes are excellent The costs were fair Strongly advised App,Food Quality & Availability,Good Food,joy,0.8549579381942749
coopers,This App offers wonderful service and delicious food. One of the bakeries in town that I like most. Both the pricing and the speed of service were good. Very strongly advised.,This App offers wonderful service and delicious food One of the bakeries in town that I like most Both the pricing and the speed of service were good Very strongly advised,Food Quality & Availability,Good Food,joy,0.9199734926223755
coopers,User friendly. Ordering food is very convenient.,User friendly Ordering food is very convenient,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.7893947958946228
coopers,This apps is very easy to order. Thanks coopers ICT Team for building like this APPS. It’s very helpful.,This apps is very easy to order Thanks coopers ICT Team for building like this APPS It s very helpful,App Usability & UX,Beautiful App Design,joy,0.6579372882843018
coopers,The app is good but their are some issues which need to improve. But a good initiative from cooper's.,The app is good but their are some issues which need to improve But a good initiative from cooper s,App Usability & UX,Beautiful App Design,joy,0.37312963604927063
coopers,"It is good to see such a quality food serving brand Cooper's in this platform. Had good experience with the deliveries; however, would suggest to upgrade the app to make it more user friendly.",It is good to see such a quality food serving brand Cooper s in this platform Had good experience with the deliveries however would suggest to upgrade the app to make it more user friendly,Food Quality & Availability,Good Food,joy,0.8995404839515686
coopers,"It's really helpful in our busy life, fresh food, excellent service and employees behavior, that's why I love Cooper's❤️",It s really helpful in our busy life fresh food excellent service and employees behavior that s why I love Cooper s,Food Quality & Availability,Food or Restaurant Unavailable,joy,0.9847479462623596
coopers,Love this app! Ordering is so easy and the delivery is always on time,Love this app! Ordering is so easy and the delivery is always on time,App Usability & UX,Beautiful App Design,joy,0.9050012826919556
coopers,"Overall, I would highly recommend COOPER'S BAKERY app to anyone looking for a top-notch bakery experience. It's a must-have for anyone who loves delicious baked goods and outstanding customer service!",Overall I would highly recommend COOPER S BAKERY app to anyone looking for a top notch bakery experience It s a must have for anyone who loves delicious baked goods and outstanding customer service!,App Usability & UX,Beautiful App Design,joy,0.9324954748153687
coopers,"Products can be ordered very easily through this app, and they provide service with great care.",Products can be ordered very easily through this app and they provide service with great care,App Usability & UX,Beautiful App Design,neutral,0.8717093467712402
coopers,"I highly recommend this app. From start to finish, the app was easy to use and navigate.",I highly recommend this app From start to finish the app was easy to use and navigate,App Usability & UX,Beautiful App Design,joy,0.9290387034416199
coopers,The app is easy to navigate. I am very satisfied with the service. They delivered the product very fast and food was fresh and tasty. I will order again. Highly recommend. As a cake lover I have always liked cooper's. Now I can easily order whenever I crave for cake 😍,The app is easy to navigate I am very satisfied with the service They delivered the product very fast and food was fresh and tasty I will order again Highly recommend As a cake lover I have always liked cooper s Now I can easily order whenever I crave for cake,Delivery Service,No Live Tracking,joy,0.9043572545051575
coopers,App is good. Smooth and bug free. Good experience.,App is good Smooth and bug free Good experience,App Usability & UX,Beautiful App Design,neutral,0.5421995520591736
coopers,Easy To use Good,Easy To use Good,Food Quality & Availability,Good Food,neutral,0.8854600787162781
coopers,Very good,Very good,Food Quality & Availability,Good Food,neutral,0.4911799430847168
coopers,This app is not working properly. Full of bugs I guess And most importantly the helpline number you provided on your app is always busy Not a good app for communicating or making orders,This app is not working properly Full of bugs I guess And most importantly the helpline number you provided on your app is always busy Not a good app for communicating or making orders,App Usability & UX,Beautiful App Design,sadness,0.8500307202339172
coopers,Taste is good but the price is beyond middle class's buying capacity 👎,Taste is good but the price is beyond middle class s buying capacity,Food Quality & Availability,Good Food,disgust,0.4523043930530548
coopers,No discount offer,No discount offer,Delivery Service,No Live Tracking,sadness,0.7105001211166382
coopers,Really good,Really good,Food Quality & Availability,Good Food,joy,0.7166324853897095
coopers,Very Good Initiative from COOPER'S,Very Good Initiative from COOPER S,Food Quality & Availability,Good Food,joy,0.4820709824562073
coopers,Good,Good,Food Quality & Availability,Good Food,neutral,0.49310538172721863
coopers,In the app there is showing 40% discount will be applied for the 1st order. But there is no discount during checkout! Fraud seller.,In the app there is showing 40 discount will be applied for the 1st order But there is no discount during checkout! Fraud seller,App Usability & UX,Beautiful App Design,surprise,0.27714264392852783
coopers,The app doesn't work properly at all,The app doesn t work properly at all,App Usability & UX,Beautiful App Design,sadness,0.7908371090888977
coopers,Very good initiative from the Cooper's.,Very good initiative from the Cooper s,Food Quality & Availability,Good Food,joy,0.730902910232544
coopers,This is a very nice apps to buy cooper's product and get home delivery,This is a very nice apps to buy cooper s product and get home delivery,App Usability & UX,Beautiful App Design,joy,0.848987877368927
proyojon,I am trying to install but fail several times,I am trying to install but fail several times,Trust & Ethics,Mistrust in Transactions,sadness,0.84615159034729
proyojon,"I ordered Small Meatball Pizza from Proyojon Kushtia app. 😍 💥 Today’s offer was Buy 1 Get 1 Free — totally worth it! 🥳 ✅ Quality: Excellent 🔝 ✅ Delivery: On time ⏰ ✅ Rider behavior: Super friendly 💯 The pizza was fresh, delicious, and just perfect! 😋 Highly recommend! 👍",I ordered Small Meatball Pizza from Proyojon Kushtia app Today s offer was Buy 1 Get 1 Free totally worth it! Quality Excellent Delivery On time Rider behavior Super friendly The pizza was fresh delicious and just perfect! Highly recommend!,App Usability & UX,Beautiful App Design,joy,0.8026875257492065
proyojon,"Awesome app, I love it.",Awesome app I love it,App Usability & UX,Beautiful App Design,joy,0.9401273727416992
proyojon,better than foodpanda😊,better than foodpanda,Food Quality & Availability,Good Food,joy,0.6127222180366516
proyojon,"This is a very helpful app. I get very fast food delivery through this app. In a word, it is very good.",This is a very helpful app I get very fast food delivery through this app In a word it is very good,Food Quality & Availability,Good Food,joy,0.6172413229942322
proyojon,most Effective app in this sector,most Effective app in this sector,App Usability & UX,Beautiful App Design,neutral,0.6335717439651489
proyojon,This app is so good... very easy and fast to get food.. best food delivery app in Jhenaidah,This app is so good very easy and fast to get food best food delivery app in Jhenaidah,Food Quality & Availability,Good Food,neutral,0.6226846575737
proyojon,very good service 😊,very good service,Food Quality & Availability,Good Food,joy,0.9174248576164246
proyojon,Limited area availability. It sucks 👎.,Limited area availability It sucks,Delivery Service,Limited Delivery Zones,sadness,0.5632672309875488
proyojon,Support System is so bad. They don’t even receive phone call.,Support System is so bad They don t even receive phone call,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.6802887916564941
proyojon,This food for vari emmmmmmmmy🥱🥱🥱🥱,This food for vari emmmmmmmmy,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.6105027198791504
proyojon,best service 🔥,best service,Delivery Service,Quick Delivery,neutral,0.8679572343826294
proyojon,Great quality food. Love it,Great quality food Love it,Food Quality & Availability,Good Food,joy,0.6257573962211609
proyojon,Very nice.keep it Ahead. Very good service. Satisfied. 💓😇Alhamdulillah,Very nice keep it Ahead Very good service Satisfied Alhamdulillah,Food Quality & Availability,Good Food,joy,0.8517345190048218
proyojon,Everything is fine,Everything is fine,Trust & Ethics,Mistrust in Transactions,neutral,0.8863059878349304
proyojon,Food quality is very poor. But there is no action from the authority.,Food quality is very poor But there is no action from the authority,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.7256920337677002
proyojon,Best food delivery service in Jhenaidah 🥰🥰,Best food delivery service in Jhenaidah,Delivery Service,Quick Delivery,neutral,0.6879817247390747
proyojon,Very good service! Excellent,Very good service! Excellent,Food Quality & Availability,Good Food,joy,0.9095498323440552
proyojon,Awesome experience! I love it. Food & delivery man service is amazing. I will order to proiojon regulatly. Proyojon is amazing..,Awesome experience! I love it Food delivery man service is amazing I will order to proiojon regulatly Proyojon is amazing,Food Quality & Availability,Food or Restaurant Unavailable,joy,0.7891494631767273
proyojon,Very friendly apps❤️‍🩹,Very friendly apps,App Usability & UX,Beautiful App Design,joy,0.5616924166679382
proyojon,"I REALLY LIKE THE APPS, IT’S FIENDLY TO USE, and the service is so cool!!",I REALLY LIKE THE APPS IT S FIENDLY TO USE and the service is so cool!!,App Usability & UX,Beautiful App Design,joy,0.9456983208656311
proyojon,"The app is very friendly, very easy to use, it was good!",The app is very friendly very easy to use it was good!,App Usability & UX,Beautiful App Design,joy,0.9556934833526611
proyojon,Awesome Food Delivery App in Jhenaidah. Very easy to use & awesome service. I love it.,Awesome Food Delivery App in Jhenaidah Very easy to use awesome service I love it,Delivery Service,Quick Delivery,joy,0.9164415001869202
munchies,poor delivery service and long waiting time🙂,poor delivery service and long waiting time,Delivery Service,Quick Delivery,sadness,0.7900134921073914
munchies,Excellent service.,Excellent service,Delivery Service,Quick Delivery,neutral,0.8144410848617554
munchies,I ordered food from here but they. didn't deliver one item which was 490 taka. Told them to give me the money back. they didn't! and stopped answering my calls and texts!! they should do their business with honesty and stop betraying people like that?!,I ordered food from here but they didn t deliver one item which was 490 taka Told them to give me the money back they didn t! and stopped answering my calls and texts!! they should do their business with honesty and stop betraying people like that?!,Food Quality & Availability,Food or Restaurant Unavailable,anger,0.871227502822876
munchies,no response on call or text for customer service. keeps waiting for 2-3 hours for a single order wherever the location.,no response on call or text for customer service keeps waiting for 2 3 hours for a single order wherever the location,Delivery Service,No Live Tracking,neutral,0.7409701347351074
munchies,Very bad service.,Very bad service,Delivery Service,Quick Delivery,disgust,0.8053421378135681
munchies,worst,worst,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.9546815156936646
munchies,If you ordered at 12 they would deliver at 4. majority of the food doesn't meet the description,If you ordered at 12 they would deliver at 4 majority of the food doesn t meet the description,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.9198403358459473
munchies,Poor Service,Poor Service,App Usability & UX,Poor Design & Layout,sadness,0.7189352512359619
munchies,Very slow delivery service. Their customer care is often unavailable. Very annoying!,Very slow delivery service Their customer care is often unavailable Very annoying!,Delivery Service,No Live Tracking,sadness,0.6998344659805298
munchies,"too much bad experience, not recommended at all.",too much bad experience not recommended at all,Delivery Service,No Live Tracking,sadness,0.8651760220527649
munchies,worst customer service... theres a few good restaurent .. they charge more than 100 taka for delivery still .. they take 2 hours for 40-50 mins delivery then when you recieve the food .. its not something you can eat .. ( the system is even more worst like the restaurents take order nd prepare food then the food waits for rider to pick it up.. if a rider is near bt theres no rider ever near .. so the food wait hours to be picked and delivered) WORST customer service ..,worst customer service theres a few good restaurent they charge more than 100 taka for delivery still they take 2 hours for 40 50 mins delivery then when you recieve the food its not something you can eat the system is even more worst like the restaurents take order nd prepare food then the food waits for rider to pick it up if a rider is near bt theres no rider ever near so the food wait hours to be picked and delivered WORST customer service,Delivery Service,No Live Tracking,disgust,0.5437808632850647
munchies,"this app is buggy as hell, and now for the past 6 month it doesnt even work.",this app is buggy as hell and now for the past 6 month it doesnt even work,App Usability & UX,Beautiful App Design,anger,0.31842175126075745
munchies,Stupid app stopped working like a year ago for me and still not working.,Stupid app stopped working like a year ago for me and still not working,App Usability & UX,Beautiful App Design,sadness,0.5326984524726868
munchies,"time management is not good, and they don't reply any of my messages",time management is not good and they don t reply any of my messages,Delivery Service,No Live Tracking,sadness,0.8673307299613953
munchies,Too much late delivery it tooks almost 2 hourse plus to deliver food and price is very high,Too much late delivery it tooks almost 2 hourse plus to deliver food and price is very high,Delivery Service,Quick Delivery,sadness,0.6951489448547363
munchies,It takes a minimum of 2 to 3 hours for food to arrive,It takes a minimum of 2 to 3 hours for food to arrive,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.9635943174362183
munchies,worst customer care. as we order at late night( cause maybe this app started thus) their customer care service should be top notch but most of time i'd to go through a panic. just because they didn't pick up the call. and also the time issue. they should seriously work to minimize delivery time.,worst customer care as we order at late night cause maybe this app started thus their customer care service should be top notch but most of time i d to go through a panic just because they didn t pick up the call and also the time issue they should seriously work to minimize delivery time,Delivery Service,No Live Tracking,fear,0.9830922484397888
munchies,one word ..... disgusting,one word disgusting,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.9891181588172913
munchies,App is not working Its not opening,App is not working Its not opening,App Usability & UX,Beautiful App Design,sadness,0.8836358785629272
munchies,Disgusting delivery service,Disgusting delivery service,Delivery Service,Quick Delivery,disgust,0.9881395101547241
munchies,"Order rejected, they didn't refund the money. Customer service is not picking up the call.",Order rejected they didn t refund the money Customer service is not picking up the call,Delivery Service,No Live Tracking,sadness,0.7572718262672424
munchies,Worst service.,Worst service,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.9390068054199219
munchies,Very bad app user interface,Very bad app user interface,App Usability & UX,Beautiful App Design,disgust,0.7845975756645203
munchies,"Worst app and service ever. Bikash doesn't work. When you call them, they will hang up on face.",Worst app and service ever Bikash doesn t work When you call them they will hang up on face,App Usability & UX,Beautiful App Design,anger,0.48581621050834656
munchies,Service is horrible. Delivery is always late by more than an hour. Last delivery took 3 hours. The riders also always spill drinks & do not say anything until caught. Food always arrives cold. Customer service just makes excuses & does nothing. Only reason people use this app is 'cause there is no better alternative. All the non Foodpanda apps are equally unprofessional and incompetant.,Service is horrible Delivery is always late by more than an hour Last delivery took 3 hours The riders also always spill drinks do not say anything until caught Food always arrives cold Customer service just makes excuses does nothing Only reason people use this app is cause there is no better alternative All the non Foodpanda apps are equally unprofessional and incompetant,Delivery Service,No Live Tracking,sadness,0.4035516381263733
munchies,Bad service Takes too much time to deliver Sometimes they gave the order back,Bad service Takes too much time to deliver Sometimes they gave the order back,Delivery Service,No Live Tracking,sadness,0.4388901889324188
munchies,Good,Good,Food Quality & Availability,Good Food,neutral,0.49310538172721863
munchies,The app is rubbish and its service is the worst.,The app is rubbish and its service is the worst,App Usability & UX,Beautiful App Design,disgust,0.9489913582801819
munchies,Their delivery usually takes minimum of 1 and a half hr. Also they price gouge. Careful with this one bois,Their delivery usually takes minimum of 1 and a half hr Also they price gouge Careful with this one bois,Delivery Service,Quick Delivery,neutral,0.4390857219696045
munchies,Slow service. They are extremely slow. if you want to order they take minimum of 1 hour - 1 hour 30 min,Slow service They are extremely slow if you want to order they take minimum of 1 hour 1 hour 30 min,Delivery Service,Extreme Delays,neutral,0.6600888967514038
munchies,"I order food from here. But cancelled it right away as my gate is closed after 12. They said it would take an hour to deliver. And after cancellation, its been 4 days and I still didnt get my money back. They aren't following refund policy. The worst app ever",I order food from here But cancelled it right away as my gate is closed after 12 They said it would take an hour to deliver And after cancellation its been 4 days and I still didnt get my money back They aren t following refund policy The worst app ever,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.6978079676628113
munchies,Doesn't work,Doesn t work,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.7373772263526917
munchies,Literally the worst experience. The customer support number is unreachable and the delivery man just switched off his phone. Worst service ever!,Literally the worst experience The customer support number is unreachable and the delivery man just switched off his phone Worst service ever!,Delivery Service,Quick Delivery,disgust,0.9617131948471069
munchies,Bad time maintaining and bad delivery. Delivery time is way to long like about 2/2:30 hours delivery time.,Bad time maintaining and bad delivery Delivery time is way to long like about 2 2 30 hours delivery time,Delivery Service,Quick Delivery,sadness,0.5616869330406189
munchies,No warning it was a Punjabi app.,No warning it was a Punjabi app,App Usability & UX,Beautiful App Design,neutral,0.6349597573280334
munchies,delivery cost is very high,delivery cost is very high,Delivery Service,Quick Delivery,neutral,0.47997260093688965
munchies,It took a little bit long time to delivery.,It took a little bit long time to delivery,Delivery Service,Quick Delivery,neutral,0.8330526947975159
munchies,"Gave me the wrong item, and even when I created an issue, they didn't reach me back. All they did is closed the issue without even replying back. Worst customer support, no doubt",Gave me the wrong item and even when I created an issue they didn t reach me back All they did is closed the issue without even replying back Worst customer support no doubt,Delivery Service,No Live Tracking,anger,0.4945909082889557
munchies,"Terrible service, scams hungry people during midnight.",Terrible service scams hungry people during midnight,Trust & Ethics,Scams & Frauds,fear,0.7764538526535034
munchies,"So expensive even normal foods. unnecessary, inappropriate, wasteful",So expensive even normal foods unnecessary inappropriate wasteful,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.3238934874534607
munchies,I just download the app. As far I remember I haven't sign up here. And I find no option to sign up. App is telling me to log in. If I am a registered user then why it cant verify my number 🙄 Customer care number o inactive.,I just download the app As far I remember I haven t sign up here And I find no option to sign up App is telling me to log in If I am a registered user then why it cant verify my number Customer care number o inactive,App Usability & UX,Beautiful App Design,neutral,0.41335830092430115
munchies,"Terrible service. Missed an item, I issued that. no response, after one month they closed the issue without solution or any response. I called back.. finally received my call and gave me the worst response ever. 60tk voucher. LOL""! I did not beg, I Asked for MY refund. Very poooor service. uninstalled and never again, I'll share this, as my late night cravings were disregarded, I won't want others go through thiss! thanks.",Terrible service Missed an item I issued that no response after one month they closed the issue without solution or any response I called back finally received my call and gave me the worst response ever 60tk voucher LOL ! I did not beg I Asked for MY refund Very poooor service uninstalled and never again I ll share this as my late night cravings were disregarded I won t want others go through thiss! thanks,Delivery Service,No Live Tracking,fear,0.49342313408851624
munchies,The app isn't working properly for the past few months. 😭 The menu won't load nor will the website page.,The app isn t working properly for the past few months The menu won t load nor will the website page,App Usability & UX,Beautiful App Design,sadness,0.6829198002815247
munchies,Disappointed 😞,Disappointed,App Usability & UX,Beautiful App Design,sadness,0.9651858806610107
munchies,Doesn't work. Scam of an app,Doesn t work Scam of an app,App Usability & UX,Beautiful App Design,neutral,0.48872026801109314
munchies,Bad service,Bad service,Delivery Service,Quick Delivery,disgust,0.40930095314979553
munchies,"YOU GUYS ARE THE BEST, ONE OF THE BESTEST APP & SERVICE PROVIDER IN BANGLADESH I HAVE EVER SEEN.... THANK U SO MUCH FOR ALL THE EFFORTS YOU PUT ON FOR ME & FOR US ❤️❤️",YOU GUYS ARE THE BEST ONE OF THE BESTEST APP SERVICE PROVIDER IN BANGLADESH I HAVE EVER SEEN THANK U SO MUCH FOR ALL THE EFFORTS YOU PUT ON FOR ME FOR US,App Usability & UX,Beautiful App Design,neutral,0.7138711810112
munchies,They are not good they took money from me and and i didn’t get the food very bad,They are not good they took money from me and and i didn t get the food very bad,Food Quality & Availability,Good Food,sadness,0.6201228499412537
munchies,It's takes almost 2 hours tk reach food. I ordered at 8:45 and notmw if 10:30 no sign or the rider and not even picking up my call,It s takes almost 2 hours tk reach food I ordered at 8 45 and notmw if 10 30 no sign or the rider and not even picking up my call,Food Quality & Availability,Food or Restaurant Unavailable,sadness,0.7776885032653809
munchies,"Customer service shite, doesn't even respond timely, food takes at least, 1 hour 30 mins to deliver, has a bug that won't allow orders to be added to cart",Customer service shite doesn t even respond timely food takes at least 1 hour 30 mins to deliver has a bug that won t allow orders to be added to cart,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.5129377841949463
munchies,"It's a really great app, specially for late night foodies, it actually help us to relive from late night food cravings",It s a really great app specially for late night foodies it actually help us to relive from late night food cravings,Food Quality & Availability,Food or Restaurant Unavailable,joy,0.9251686930656433
munchies,They'r should be more options for payment. One can only pay by Bkash no other option available. What's if one doesn't have bkash but have Debit Card or Nagad how does he/she order? U should have multiple payment options like other food delivery app's. U may consider adding alternative & more payment option's.,They r should be more options for payment One can only pay by Bkash no other option available What s if one doesn t have bkash but have Debit Card or Nagad how does he she order? U should have multiple payment options like other food delivery app s U may consider adding alternative more payment option s,Delivery Service,No Live Tracking,neutral,0.6767746806144714
munchies,"App lags when trying to log in/ Place order , But it works. Need filter based on distance. And BTW where to get promos? Is there any?",App lags when trying to log in Place order But it works Need filter based on distance And BTW where to get promos? Is there any?,App Usability & UX,Beautiful App Design,neutral,0.7545854449272156
munchies,"Terrible customer service, never get any response whenever I called, they just force us to listen their ringtone than never pick our calls. Delivery service way more poor then thier customers service. Never gets any delivery before 2 hours. Just disgusting.",Terrible customer service never get any response whenever I called they just force us to listen their ringtone than never pick our calls Delivery service way more poor then thier customers service Never gets any delivery before 2 hours Just disgusting,Delivery Service,Quick Delivery,disgust,0.9796822667121887
munchies,Worst app if you are using it in late night full of Garbage no one even response,Worst app if you are using it in late night full of Garbage no one even response,App Usability & UX,Beautiful App Design,disgust,0.831423819065094
munchies,"Rubbish service. Not one delivery is made before 2hours. Have to contact support everytime for faster delivery. Foods are usually cold to the touch due to late deliveries. Not to forget 5% additional charge over the delivery charge as well. Complete and utter disappointment. And lastly, for a midnight food delivery service their delivery man never ever has change. Always have to pay an extra 20-60tk because there is no way to get change at that hour.",Rubbish service Not one delivery is made before 2hours Have to contact support everytime for faster delivery Foods are usually cold to the touch due to late deliveries Not to forget 5 additional charge over the delivery charge as well Complete and utter disappointment And lastly for a midnight food delivery service their delivery man never ever has change Always have to pay an extra 20 60tk because there is no way to get change at that hour,Delivery Service,No Live Tracking,sadness,0.8607639670372009
munchies,"Customer service is terrible. I once called their hotline to inquire about a delivery that was running late and they proceeded to lie to me by saying that the delivery person is waiting outside the restaurant to collect my food. They didn't stop to think that I would definitely call the restaurant, who confirmed that there was no delivery person waiting outside their restaurant. After that, the hotline went totally cold as they stopped answering my calls. They didn't even resolve my complaint.",Customer service is terrible I once called their hotline to inquire about a delivery that was running late and they proceeded to lie to me by saying that the delivery person is waiting outside the restaurant to collect my food They didn t stop to think that I would definitely call the restaurant who confirmed that there was no delivery person waiting outside their restaurant After that the hotline went totally cold as they stopped answering my calls They didn t even resolve my complaint,Delivery Service,No Live Tracking,fear,0.5217755436897278
munchies,They don't even reply to a customer complaint! GHOST food delivery!,They don t even reply to a customer complaint! GHOST food delivery!,Delivery Service,Quick Delivery,anger,0.39592480659484863
munchies,Worst App Ever.. They Don't Provide Customer Support for Wrong Delivery...I happened with me Several times.. Very Disappointing,Worst App Ever They Don t Provide Customer Support for Wrong Delivery I happened with me Several times Very Disappointing,App Usability & UX,Beautiful App Design,sadness,0.6280310750007629
munchies,Very very low grade food and very late delivery,Very very low grade food and very late delivery,Delivery Service,Quick Delivery,sadness,0.4885689616203308
munchies,Very bad service and the restaurants totally suck in food quality and quantity.,Very bad service and the restaurants totally suck in food quality and quantity,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.9145075082778931
munchies,"poor communication, worst service from app",poor communication worst service from app,App Usability & UX,Beautiful App Design,disgust,0.8885201215744019
munchies,Needs to improve. There customer service never responds,Needs to improve There customer service never responds,Customer Service,Ineffective Helpline,sadness,0.6700477600097656
munchies,Best food delivery service,Best food delivery service,Delivery Service,Quick Delivery,neutral,0.8440722823143005
munchies,Service is too bad no worker for processing and order confirmation,Service is too bad no worker for processing and order confirmation,Delivery Service,No Live Tracking,disgust,0.5152478814125061
munchies,Terrible app doesn't even work i tried to put in my location and it doesn't work.,Terrible app doesn t even work i tried to put in my location and it doesn t work,App Usability & UX,Beautiful App Design,fear,0.6503556966781616
munchies,Thank You for saving our cravings!!!,Thank You for saving our cravings!!!,Food Quality & Availability,Food or Restaurant Unavailable,joy,0.5724536180496216
munchies,Terrible delivery. Food comes in totally damaged and not hearing back after making a complaint,Terrible delivery Food comes in totally damaged and not hearing back after making a complaint,Delivery Service,No Live Tracking,fear,0.5229325294494629
munchies,There is not written on app it's only for Dhaka not for Karachi. Highly disappointed,There is not written on app it s only for Dhaka not for Karachi Highly disappointed,App Usability & UX,Beautiful App Design,sadness,0.8361928462982178
munchies,Very Initiative,Very Initiative,Trust & Ethics,Mistrust in Transactions,neutral,0.9032139778137207
munchies,In one word satisfy,In one word satisfy,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.9057395458221436
munchies,Great taste pizza 🍕 😋.,Great taste pizza,Food Quality & Availability,Poor Taste,joy,0.5592753291130066
munchies,third class service,third class service,Delivery Service,Quick Delivery,neutral,0.9242978096008301
munchies,Pure scam please stay away. They promote scam restaurants at night where as the quality of the food is hazardous. Please don't waste your money please,Pure scam please stay away They promote scam restaurants at night where as the quality of the food is hazardous Please don t waste your money please,Food Quality & Availability,Food or Restaurant Unavailable,fear,0.769037127494812
munchies,Don't work in West Bengal or it's just a gimmick 😌,Don t work in West Bengal or it s just a gimmick,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.8737050294876099
munchies,Best app ever for people like us who do not sleep or sleep late at night,Best app ever for people like us who do not sleep or sleep late at night,App Usability & UX,Beautiful App Design,neutral,0.9332337975502014
munchies,Good service,Good service,Food Quality & Availability,Good Food,neutral,0.8539659380912781
munchies,GOOD SERVICE,GOOD SERVICE,Food Quality & Availability,Good Food,neutral,0.9395766258239746
munchies,Good,Good,Food Quality & Availability,Good Food,neutral,0.49310538172721863
munchies,Good service,Good service,Food Quality & Availability,Good Food,neutral,0.8539659380912781
munchies,Good experience,Good experience,Food Quality & Availability,Good Food,neutral,0.6497312188148499
munchies,Good service,Good service,Food Quality & Availability,Good Food,neutral,0.8539659380912781
munchies,Very good,Very good,Food Quality & Availability,Good Food,neutral,0.4911799430847168
munchies,This is very good app.,This is very good app,App Usability & UX,Beautiful App Design,joy,0.5931749939918518
munchies,Nice Service,Nice Service,Delivery Service,Quick Delivery,neutral,0.8915789723396301
munchies,That's Good,That s Good,Food Quality & Availability,Good Food,joy,0.9329829216003418
munchies,Poor customer service. Unprofessional behaviour,Poor customer service Unprofessional behaviour,Customer Service,Ineffective Helpline,anger,0.4410911500453949
munchies,Worst delivery app. Waste of time . They confirmed the delivery after 2 h they cancelled it . They doesn't deserve 1*,Worst delivery app Waste of time They confirmed the delivery after 2 h they cancelled it They doesn t deserve 1,App Usability & UX,Beautiful App Design,anger,0.5298822522163391
munchies,No response and 3 hours have been passed byt no response to my messages as well as my phone calls too.The delivery of the food which was showing 30-45 mins is still coming to me where I'm hungry all day.,No response and 3 hours have been passed byt no response to my messages as well as my phone calls too The delivery of the food which was showing 30 45 mins is still coming to me where I m hungry all day,Delivery Service,No Live Tracking,sadness,0.8440671563148499
munchies,"Absolutely horrible service. They don’t deserve to be in the food delivery business. Order confirmed at 0030, delivery guy called at 0230, that too after repeatedly contacting cuatomer support. Didn’t take the order, felt bad, but nothing doing.",Absolutely horrible service They don t deserve to be in the food delivery business Order confirmed at 0030 delivery guy called at 0230 that too after repeatedly contacting cuatomer support Didn t take the order felt bad but nothing doing,Delivery Service,No Live Tracking,fear,0.7714368104934692
munchies,Just a garbage app The rider collected my food almost 1.5 hpurs before and delivered cold food and the customer care service is too unprofessional,Just a garbage app The rider collected my food almost 1 5 hpurs before and delivered cold food and the customer care service is too unprofessional,Food Quality & Availability,Cold Food,disgust,0.60288405418396
munchies,Customer service is very bad and if you try to pay online you have face various problems like i probably will lose money currently speaking.,Customer service is very bad and if you try to pay online you have face various problems like i probably will lose money currently speaking,Customer Service,Ineffective Helpline,sadness,0.40114277601242065
munchies,"Slow, crash, Most of the time not talking orders.",Slow crash Most of the time not talking orders,Delivery Service,No Live Tracking,neutral,0.5010811686515808
munchies,Unprofessionalism at its worst! 😂,Unprofessionalism at its worst!,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.9371588230133057
munchies,Good in service but they provide foods late.,Good in service but they provide foods late,Food Quality & Availability,Good Food,sadness,0.6736807823181152
munchies,Lamest food delivery and customer service ever !!,Lamest food delivery and customer service ever !!,Delivery Service,Quick Delivery,joy,0.4750639498233795
munchies,I got twice wrong delivery and service so bad,I got twice wrong delivery and service so bad,Delivery Service,Quick Delivery,sadness,0.4291495978832245
munchies,Nothing to say 👎,Nothing to say,Delivery Service,No Live Tracking,neutral,0.6689956784248352
munchies,Good,Good,Food Quality & Availability,Good Food,neutral,0.49310538172721863
munchies,Timing is very bad. Food comes after 2/3 hours later. Very disappointing.,Timing is very bad Food comes after 2 3 hours later Very disappointing,App Usability & UX,Beautiful App Design,sadness,0.7786715626716614
